ticker,bar_timestamp,logged_at,last_price,predicted_rv,baseline_rv
SPY,2026-07-31T15:55:00-04:00,2026-08-02T17:29:45.679308+00:00,746.8099975585938,0.0022685923613607,0.0028951668707514
XLF,2026-07-31T15:55:00-04:00,2026-08-02T17:29:47.886328+00:00,56.93000030517578,0.0023168097250163555,0.0029460018710969994
